IDCNTRY,IDBOOK,IDSCHOOL,IDCLASS,IDSTUD,IDTEALIN,IDTEACH,IDLINK,IDPOP,IDGRADER,IDGRADE,IDSUBJ,ITCOURSE,MATSUBJ,SCISUBJ,NMTEACH,NSTEACH,NTEACH,MATWGT,SCIWGT,TCHWGT,JKREP,JKZONE,ASMMAT01,ASMMAT02,ASMMAT03,ASMMAT04,ASMMAT05,ASSSCI01,ASSSCI02,ASSSCI03,ASSSCI04,ASSSCI05,ASMIBM01,ASMIBM02,ASMIBM03,ASMIBM04,ASMIBM05,ASSIBM01,ASSIBM02,ASSIBM03,ASSIBM04,ASSIBM05,VERSION,SCOPE
208.0,9.0,5029.0,502903.0,50290301.0,50290204.0,502902.0,4.0,1.0,2.0,4.0,2.0,6.0,0.0,1.0,1.0,1.0,2.0,0.0,9.001432,4.500716,1.0,21.0,487.39836,499.03448,487.30683,440.88428,483.72023,571.8493,582.67885,553.42596,628.29708,536.87995,3.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,5.0,3.0,5.0,1.0
208.0,9.0,5029.0,502903.0,50290301.0,50290103.0,502901.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,9.001432,0.0,4.500716,1.0,21.0,487.39836,499.03448,487.30683,440.88428,483.72023,571.8493,582.67885,553.42596,628.29708,536.87995,3.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,5.0,3.0,5.0,1.0
208.0,10.0,5029.0,502903.0,50290302.0,50290103.0,502901.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,9.001432,0.0,4.500716,1.0,21.0,490.13211,455.14516,541.26878,464.10407,546.25565,538.21328,450.75147,488.4605,465.68561,515.77955,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,5.0,1.0
208.0,10.0,5029.0,502903.0,50290302.0,50290204.0,502902.0,4.0,1.0,2.0,4.0,2.0,6.0,0.0,1.0,1.0,1.0,2.0,0.0,9.001432,4.500716,1.0,21.0,490.13211,455.14516,541.26878,464.10407,546.25565,538.21328,450.75147,488.4605,465.68561,515.77955,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,5.0,1.0
208.0,11.0,5029.0,502903.0,50290303.0,50290204.0,502902.0,4.0,1.0,2.0,4.0,2.0,6.0,0.0,1.0,1.0,1.0,2.0,0.0,9.001432,4.500716,1.0,21.0,381.35641,382.39476,415.67018,374.8461,425.92498,427.9314,415.58615,398.86618,398.95911,440.03951,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,5.0,1.0
208.0,11.0,5029.0,502903.0,50290303.0,50290103.0,502901.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,9.001432,0.0,4.500716,1.0,21.0,381.35641,382.39476,415.67018,374.8461,425.92498,427.9314,415.58615,398.86618,398.95911,440.03951,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,5.0,1.0
208.0,12.0,5029.0,502903.0,50290304.0,50290103.0,502901.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,9.001432,0.0,4.500716,1.0,21.0,541.98836,531.18866,540.85899,548.01387,532.99548,561.44744,496.82865,560.49239,575.43086,514.97478,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,1.0
208.0,12.0,5029.0,502903.0,50290304.0,50290204.0,502902.0,4.0,1.0,2.0,4.0,2.0,6.0,0.0,1.0,1.0,1.0,2.0,0.0,9.001432,4.500716,1.0,21.0,541.98836,531.18866,540.85899,548.01387,532.99548,561.44744,496.82865,560.49239,575.43086,514.97478,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,1.0
208.0,13.0,5029.0,502903.0,50290305.0,50290204.0,502902.0,4.0,1.0,2.0,4.0,2.0,6.0,0.0,1.0,1.0,1.0,2.0,0.0,9.001432,4.500716,1.0,21.0,670.74089,649.83607,619.09844,613.9789,625.85274,622.39718,626.28845,674.5802,620.33202,680.04209,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,1.0
208.0,13.0,5029.0,502903.0,50290305.0,50290103.0,502901.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,9.001432,0.0,4.500716,1.0,21.0,670.74089,649.83607,619.09844,613.9789,625.85274,622.39718,626.28845,674.5802,620.33202,680.04209,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,1.0
208.0,14.0,5029.0,502903.0,50290306.0,50290103.0,502901.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,9.001432,0.0,4.500716,1.0,21.0,577.38728,599.10068,586.64054,588.97754,583.12102,558.57034,589.48481,577.68811,585.80271,568.92397,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0
208.0,14.0,5029.0,502903.0,50290306.0,50290204.0,502902.0,4.0,1.0,2.0,4.0,2.0,6.0,0.0,1.0,1.0,1.0,2.0,0.0,9.001432,4.500716,1.0,21.0,577.38728,599.10068,586.64054,588.97754,583.12102,558.57034,589.48481,577.68811,585.80271,568.92397,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0
208.0,16.0,5029.0,502903.0,50290307.0,50290204.0,502902.0,4.0,1.0,2.0,4.0,2.0,6.0,0.0,1.0,1.0,1.0,2.0,0.0,9.001432,4.500716,1.0,21.0,498.44687,490.62945,528.4792,451.12363,509.16562,486.90469,476.50218,511.70733,445.66224,467.45141,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,5.0,1.0
208.0,16.0,5029.0,502903.0,50290307.0,50290103.0,502901.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,9.001432,0.0,4.500716,1.0,21.0,498.44687,490.62945,528.4792,451.12363,509.16562,486.90469,476.50218,511.70733,445.66224,467.45141,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,5.0,1.0
208.0,1.0,5029.0,502903.0,50290308.0,50290103.0,502901.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,9.001432,0.0,4.500716,1.0,21.0,502.43264,495.12635,489.50572,515.48739,525.30218,500.836,469.01873,495.77718,514.69009,556.03867,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,5.0,1.0
208.0,1.0,5029.0,502903.0,50290308.0,50290204.0,502902.0,4.0,1.0,2.0,4.0,2.0,6.0,0.0,1.0,1.0,1.0,2.0,0.0,9.001432,4.500716,1.0,21.0,502.43264,495.12635,489.50572,515.48739,525.30218,500.836,469.01873,495.77718,514.69009,556.03867,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,5.0,1.0
208.0,2.0,5029.0,502903.0,50290309.0,50290204.0,502902.0,4.0,1.0,2.0,4.0,2.0,6.0,0.0,1.0,1.0,1.0,2.0,0.0,9.001432,4.500716,1.0,21.0,571.66932,540.42616,548.37539,541.32123,553.44946,519.7816,522.4615,547.28467,544.29206,582.21625,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,1.0
208.0,2.0,5029.0,502903.0,50290309.0,50290103.0,502901.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,9.001432,0.0,4.500716,1.0,21.0,571.66932,540.42616,548.37539,541.32123,553.44946,519.7816,522.4615,547.28467,544.29206,582.21625,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,1.0
208.0,3.0,5029.0,502903.0,50290310.0,50290103.0,502901.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,9.001432,0.0,4.500716,1.0,21.0,438.23214,479.60528,479.48625,463.96117,458.62343,458.6116,481.97839,458.72215,467.6814,464.71452,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,5.0,1.0
208.0,3.0,5029.0,502903.0,50290310.0,50290204.0,502902.0,4.0,1.0,2.0,4.0,2.0,6.0,0.0,1.0,1.0,1.0,2.0,0.0,9.001432,4.500716,1.0,21.0,438.23214,479.60528,479.48625,463.96117,458.62343,458.6116,481.97839,458.72215,467.6814,464.71452,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,5.0,1.0
208.0,4.0,5029.0,502903.0,50290311.0,50290204.0,502902.0,4.0,1.0,2.0,4.0,2.0,6.0,0.0,1.0,1.0,1.0,2.0,0.0,9.001432,4.500716,1.0,21.0,594.59687,581.85418,589.41965,608.13642,576.76262,679.03643,590.93363,630.373,583.68858,610.73724,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,1.0
208.0,4.0,5029.0,502903.0,50290311.0,50290103.0,502901.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,9.001432,0.0,4.500716,1.0,21.0,594.59687,581.85418,589.41965,608.13642,576.76262,679.03643,590.93363,630.373,583.68858,610.73724,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,1.0
208.0,5.0,5029.0,502903.0,50290312.0,50290103.0,502901.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,9.001432,0.0,4.500716,1.0,21.0,592.59906,614.19306,597.13711,600.37729,574.91006,594.03844,571.88152,518.82967,572.69261,547.10372,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,1.0
208.0,5.0,5029.0,502903.0,50290312.0,50290204.0,502902.0,4.0,1.0,2.0,4.0,2.0,6.0,0.0,1.0,1.0,1.0,2.0,0.0,9.001432,4.500716,1.0,21.0,592.59906,614.19306,597.13711,600.37729,574.91006,594.03844,571.88152,518.82967,572.69261,547.10372,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,1.0
208.0,6.0,5029.0,502903.0,50290313.0,50290204.0,502902.0,4.0,1.0,2.0,4.0,2.0,6.0,0.0,1.0,1.0,1.0,2.0,0.0,9.001432,4.500716,1.0,21.0,652.03848,608.40098,636.90939,682.58726,671.78653,587.47174,622.0649,645.41341,631.42135,600.44961,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,1.0
208.0,6.0,5029.0,502903.0,50290313.0,50290103.0,502901.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,9.001432,0.0,4.500716,1.0,21.0,652.03848,608.40098,636.90939,682.58726,671.78653,587.47174,622.0649,645.41341,631.42135,600.44961,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,1.0
208.0,15.0,5029.0,502903.0,50290315.0,50290103.0,502901.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,9.001432,0.0,4.500716,1.0,21.0,589.11769,622.93821,580.16058,574.92027,594.19454,595.46176,612.15979,617.67203,631.05169,628.23634,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0
208.0,15.0,5029.0,502903.0,50290315.0,50290204.0,502902.0,4.0,1.0,2.0,4.0,2.0,6.0,0.0,1.0,1.0,1.0,2.0,0.0,9.001432,4.500716,1.0,21.0,589.11769,622.93821,580.16058,574.92027,594.19454,595.46176,612.15979,617.67203,631.05169,628.23634,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0
208.0,9.0,5029.0,502903.0,50290317.0,50290204.0,502902.0,4.0,1.0,2.0,4.0,2.0,6.0,0.0,1.0,1.0,1.0,2.0,0.0,9.001432,4.500716,1.0,21.0,619.73322,599.42753,584.59187,632.79691,599.61767,641.05345,611.18492,569.79249,601.49472,635.68726,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,1.0
208.0,9.0,5029.0,502903.0,50290317.0,50290103.0,502901.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,9.001432,0.0,4.500716,1.0,21.0,619.73322,599.42753,584.59187,632.79691,599.61767,641.05345,611.18492,569.79249,601.49472,635.68726,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,1.0
208.0,10.0,5029.0,502903.0,50290318.0,50290103.0,502901.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,9.001432,0.0,4.500716,1.0,21.0,464.96073,505.69692,511.35187,471.06029,509.3462,416.87247,458.98799,480.66256,428.83931,460.27631,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,5.0,1.0
208.0,10.0,5029.0,502903.0,50290318.0,50290204.0,502902.0,4.0,1.0,2.0,4.0,2.0,6.0,0.0,1.0,1.0,1.0,2.0,0.0,9.001432,4.500716,1.0,21.0,464.96073,505.69692,511.35187,471.06029,509.3462,416.87247,458.98799,480.66256,428.83931,460.27631,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,5.0,1.0
208.0,11.0,5029.0,502903.0,50290319.0,50290204.0,502902.0,4.0,1.0,2.0,4.0,2.0,6.0,0.0,1.0,1.0,1.0,2.0,0.0,9.001432,4.500716,1.0,21.0,607.14632,585.44971,618.61856,564.47474,616.03485,628.68771,548.32604,610.53826,548.2369,639.04317,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,5.0,5.0,1.0
208.0,11.0,5029.0,502903.0,50290319.0,50290103.0,502901.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,9.001432,0.0,4.500716,1.0,21.0,607.14632,585.44971,618.61856,564.47474,616.03485,628.68771,548.32604,610.53826,548.2369,639.04317,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,5.0,5.0,1.0
208.0,12.0,5029.0,502903.0,50290320.0,50290103.0,502901.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,9.001432,0.0,4.500716,1.0,21.0,407.10999,392.32869,394.54031,358.93779,352.88822,397.41909,414.60544,441.2323,463.245,489.04984,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,1.0
208.0,12.0,5029.0,502903.0,50290320.0,50290204.0,502902.0,4.0,1.0,2.0,4.0,2.0,6.0,0.0,1.0,1.0,1.0,2.0,0.0,9.001432,4.500716,1.0,21.0,407.10999,392.32869,394.54031,358.93779,352.88822,397.41909,414.60544,441.2323,463.245,489.04984,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,1.0
208.0,13.0,5029.0,502903.0,50290321.0,50290204.0,502902.0,4.0,1.0,2.0,4.0,2.0,6.0,0.0,1.0,1.0,1.0,2.0,0.0,9.001432,4.500716,1.0,21.0,521.98017,483.39024,479.8789,470.84918,472.60234,492.28492,471.79528,427.09439,424.64833,419.97216,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,5.0,1.0
208.0,13.0,5029.0,502903.0,50290321.0,50290103.0,502901.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,9.001432,0.0,4.500716,1.0,21.0,521.98017,483.39024,479.8789,470.84918,472.60234,492.28492,471.79528,427.09439,424.64833,419.97216,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,5.0,1.0
208.0,1.0,5030.0,503001.0,50300101.0,50300101.0,503001.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,19.225386,0.0,9.612693,0.0,50.0,566.20191,606.0331,583.49492,558.80327,520.9078,499.3414,562.32383,503.35218,508.54579,518.40684,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,1.0
208.0,1.0,5030.0,503001.0,50300101.0,50300202.0,503002.0,2.0,1.0,2.0,4.0,2.0,6.0,0.0,1.0,1.0,1.0,2.0,0.0,19.225386,9.612693,0.0,50.0,566.20191,606.0331,583.49492,558.80327,520.9078,499.3414,562.32383,503.35218,508.54579,518.40684,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,1.0
208.0,2.0,5030.0,503001.0,50300102.0,50300202.0,503002.0,2.0,1.0,2.0,4.0,2.0,6.0,0.0,1.0,1.0,1.0,2.0,0.0,19.225386,9.612693,0.0,50.0,519.22634,505.35079,471.32931,483.79107,506.89931,476.478,527.25165,513.8219,458.81754,479.25451,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,1.0
208.0,2.0,5030.0,503001.0,50300102.0,50300101.0,503001.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,19.225386,0.0,9.612693,0.0,50.0,519.22634,505.35079,471.32931,483.79107,506.89931,476.478,527.25165,513.8219,458.81754,479.25451,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,1.0
208.0,3.0,5030.0,503001.0,50300103.0,50300101.0,503001.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,19.225386,0.0,9.612693,0.0,50.0,523.35254,550.34837,553.02278,518.83197,524.68678,535.67769,527.21108,527.52303,528.02326,568.95027,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,1.0
208.0,3.0,5030.0,503001.0,50300103.0,50300202.0,503002.0,2.0,1.0,2.0,4.0,2.0,6.0,0.0,1.0,1.0,1.0,2.0,0.0,19.225386,9.612693,0.0,50.0,523.35254,550.34837,553.02278,518.83197,524.68678,535.67769,527.21108,527.52303,528.02326,568.95027,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,1.0
208.0,4.0,5030.0,503001.0,50300104.0,50300202.0,503002.0,2.0,1.0,2.0,4.0,2.0,6.0,0.0,1.0,1.0,1.0,2.0,0.0,19.225386,9.612693,0.0,50.0,483.14803,504.9003,458.78129,507.04082,481.1934,529.48467,502.89173,484.92668,522.77969,466.7663,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,1.0
208.0,4.0,5030.0,503001.0,50300104.0,50300101.0,503001.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,19.225386,0.0,9.612693,0.0,50.0,483.14803,504.9003,458.78129,507.04082,481.1934,529.48467,502.89173,484.92668,522.77969,466.7663,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,1.0
208.0,5.0,5030.0,503001.0,50300105.0,50300101.0,503001.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,19.225386,0.0,9.612693,0.0,50.0,647.24244,571.20802,579.82806,605.10083,640.08879,593.51789,563.50192,587.48193,603.34616,627.2588,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,1.0
208.0,5.0,5030.0,503001.0,50300105.0,50300202.0,503002.0,2.0,1.0,2.0,4.0,2.0,6.0,0.0,1.0,1.0,1.0,2.0,0.0,19.225386,9.612693,0.0,50.0,647.24244,571.20802,579.82806,605.10083,640.08879,593.51789,563.50192,587.48193,603.34616,627.2588,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,1.0
208.0,7.0,5030.0,503001.0,50300107.0,50300202.0,503002.0,2.0,1.0,2.0,4.0,2.0,6.0,0.0,1.0,1.0,1.0,2.0,0.0,19.225386,9.612693,0.0,50.0,660.35024,661.36374,623.62222,684.1408,667.32922,598.84916,617.35618,579.25225,640.22751,605.21461,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,1.0
208.0,7.0,5030.0,503001.0,50300107.0,50300101.0,503001.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,19.225386,0.0,9.612693,0.0,50.0,660.35024,661.36374,623.62222,684.1408,667.32922,598.84916,617.35618,579.25225,640.22751,605.21461,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,1.0
208.0,8.0,5030.0,503001.0,50300109.0,50300101.0,503001.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,19.225386,0.0,9.612693,0.0,50.0,498.67764,530.70638,549.10372,566.05456,558.71927,533.71331,576.61274,578.75338,590.49845,604.57474,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,1.0
208.0,8.0,5030.0,503001.0,50300109.0,50300202.0,503002.0,2.0,1.0,2.0,4.0,2.0,6.0,0.0,1.0,1.0,1.0,2.0,0.0,19.225386,9.612693,0.0,50.0,498.67764,530.70638,549.10372,566.05456,558.71927,533.71331,576.61274,578.75338,590.49845,604.57474,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,1.0
208.0,9.0,5030.0,503001.0,50300110.0,50300202.0,503002.0,2.0,1.0,2.0,4.0,2.0,6.0,0.0,1.0,1.0,1.0,2.0,0.0,19.225386,9.612693,0.0,50.0,415.41905,449.99437,462.89251,414.49556,415.7787,486.89584,509.58771,454.48037,451.65163,451.46878,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,5.0,1.0
208.0,9.0,5030.0,503001.0,50300110.0,50300101.0,503001.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,19.225386,0.0,9.612693,0.0,50.0,415.41905,449.99437,462.89251,414.49556,415.7787,486.89584,509.58771,454.48037,451.65163,451.46878,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,5.0,1.0
208.0,10.0,5030.0,503001.0,50300111.0,50300101.0,503001.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,19.225386,0.0,9.612693,0.0,50.0,496.96948,523.83898,561.05324,560.50078,524.42114,512.91733,521.70278,591.90641,534.66714,530.53421,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,1.0
208.0,10.0,5030.0,503001.0,50300111.0,50300202.0,503002.0,2.0,1.0,2.0,4.0,2.0,6.0,0.0,1.0,1.0,1.0,2.0,0.0,19.225386,9.612693,0.0,50.0,496.96948,523.83898,561.05324,560.50078,524.42114,512.91733,521.70278,591.90641,534.66714,530.53421,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,1.0
208.0,11.0,5030.0,503001.0,50300112.0,50300202.0,503002.0,2.0,1.0,2.0,4.0,2.0,6.0,0.0,1.0,1.0,1.0,2.0,0.0,19.225386,9.612693,0.0,50.0,400.90635,462.28892,398.40603,412.33592,431.60708,358.76345,413.05733,442.67016,446.48272,466.65428,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0
208.0,11.0,5030.0,503001.0,50300112.0,50300101.0,503001.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,19.225386,0.0,9.612693,0.0,50.0,400.90635,462.28892,398.40603,412.33592,431.60708,358.76345,413.05733,442.67016,446.48272,466.65428,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0
208.0,12.0,5030.0,503001.0,50300113.0,50300101.0,503001.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,19.225386,0.0,9.612693,0.0,50.0,538.38519,535.24213,543.0528,532.13203,535.75383,523.34714,541.59313,525.01727,546.49395,506.49575,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,1.0
208.0,12.0,5030.0,503001.0,50300113.0,50300202.0,503002.0,2.0,1.0,2.0,4.0,2.0,6.0,0.0,1.0,1.0,1.0,2.0,0.0,19.225386,9.612693,0.0,50.0,538.38519,535.24213,543.0528,532.13203,535.75383,523.34714,541.59313,525.01727,546.49395,506.49575,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,1.0
208.0,13.0,5030.0,503001.0,50300114.0,50300202.0,503002.0,2.0,1.0,2.0,4.0,2.0,6.0,0.0,1.0,1.0,1.0,2.0,0.0,19.225386,9.612693,0.0,50.0,566.78806,522.60039,557.87994,524.39977,519.87837,540.47332,508.07098,504.46376,507.17361,530.12462,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,1.0
208.0,13.0,5030.0,503001.0,50300114.0,50300101.0,503001.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,19.225386,0.0,9.612693,0.0,50.0,566.78806,522.60039,557.87994,524.39977,519.87837,540.47332,508.07098,504.46376,507.17361,530.12462,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,1.0
208.0,14.0,5030.0,503001.0,50300115.0,50300101.0,503001.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,19.225386,0.0,9.612693,0.0,50.0,486.9041,468.30203,500.17062,447.88059,425.00401,453.74609,460.52016,439.14534,413.15431,426.62152,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0
208.0,14.0,5030.0,503001.0,50300115.0,50300202.0,503002.0,2.0,1.0,2.0,4.0,2.0,6.0,0.0,1.0,1.0,1.0,2.0,0.0,19.225386,9.612693,0.0,50.0,486.9041,468.30203,500.17062,447.88059,425.00401,453.74609,460.52016,439.14534,413.15431,426.62152,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0
208.0,16.0,5030.0,503001.0,50300116.0,50300202.0,503002.0,2.0,1.0,2.0,4.0,2.0,6.0,0.0,1.0,1.0,1.0,2.0,0.0,19.225386,9.612693,0.0,50.0,531.61316,474.55236,473.3256,511.30937,509.8511,473.4689,467.57163,467.04353,473.01,479.26146,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,5.0,1.0
208.0,16.0,5030.0,503001.0,50300116.0,50300101.0,503001.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,19.225386,0.0,9.612693,0.0,50.0,531.61316,474.55236,473.3256,511.30937,509.8511,473.4689,467.57163,467.04353,473.01,479.26146,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,5.0,1.0
208.0,1.0,5030.0,503001.0,50300117.0,50300101.0,503001.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,19.225386,0.0,9.612693,0.0,50.0,594.09276,609.15516,576.48108,590.05756,614.85781,559.52006,519.64469,475.7291,527.90675,574.42203,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,1.0
208.0,1.0,5030.0,503001.0,50300117.0,50300202.0,503002.0,2.0,1.0,2.0,4.0,2.0,6.0,0.0,1.0,1.0,1.0,2.0,0.0,19.225386,9.612693,0.0,50.0,594.09276,609.15516,576.48108,590.05756,614.85781,559.52006,519.64469,475.7291,527.90675,574.42203,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,1.0
